año,municipio,poblacion,pct_poverty,median_hh_income,pct_unemployment,pct_bachelors_plus,median_age,area_km2,densidad_pob_km2,fuente
1977,Peñuelas,18250.0,69.2,3690.0,22.0,5.1,32.8,116.9,156.1,estimado_anual
1978,Peñuelas,18564.0,68.8,3960.0,22.0,5.4,33.2,116.9,158.8,estimado_anual
1979,Peñuelas,18879.0,68.4,4230.0,22.0,5.7,33.6,116.9,161.5,estimado_anual
1980,Peñuelas,19188.0,68.0,4500.0,22.0,6.0,34.0,116.9,164.1,censo_decenal
1981,Peñuelas,19485.0,67.6,4850.0,21.8,6.3,34.3,116.9,166.7,estimado_anual
1982,Peñuelas,19791.0,67.2,5200.0,21.6,6.6,34.6,116.9,169.3,estimado_anual
1983,Peñuelas,20109.0,66.8,5550.0,21.4,6.9,34.9,116.9,172.0,estimado_anual
1984,Peñuelas,20434.0,66.4,5900.0,21.2,7.2,35.2,116.9,174.8,estimado_anual
1985,Peñuelas,20770.0,66.0,6250.0,21.0,7.5,35.5,116.9,177.7,estimado_anual
1986,Peñuelas,21117.0,65.6,6600.0,20.8,7.8,35.8,116.9,180.6,estimado_anual
1987,Peñuelas,21475.0,65.2,6950.0,20.6,8.1,36.1,116.9,183.7,estimado_anual
1988,Peñuelas,21843.0,64.8,7300.0,20.4,8.4,36.4,116.9,186.9,estimado_anual
1989,Peñuelas,22220.0,64.4,7650.0,20.2,8.7,36.7,116.9,190.1,estimado_anual
1990,Peñuelas,22604.0,64.0,8000.0,20.0,9.0,37.0,116.9,193.4,censo_decenal
1991,Peñuelas,22970.0,63.7,8570.0,19.8,9.3,37.4,116.9,196.5,estimado_anual
1992,Peñuelas,23344.0,63.4,9140.0,19.6,9.6,37.8,116.9,199.7,estimado_anual
1993,Peñuelas,23735.0,63.1,9710.0,19.4,9.9,38.2,116.9,203.0,estimado_anual
1994,Peñuelas,24134.0,62.8,10280.0,19.2,10.2,38.6,116.9,206.4,estimado_anual
1995,Peñuelas,24549.0,62.5,10850.0,19.0,10.5,39.0,116.9,210.0,estimado_anual
1996,Peñuelas,24977.0,62.2,11420.0,18.8,10.8,39.4,116.9,213.7,estimado_anual
1997,Peñuelas,25422.0,61.9,11990.0,18.6,11.1,39.8,116.9,217.5,estimado_anual
1998,Peñuelas,25880.0,61.6,12560.0,18.4,11.4,40.2,116.9,221.4,estimado_anual
1999,Peñuelas,26354.0,61.3,13130.0,18.2,11.7,40.6,116.9,225.4,estimado_anual
2000,Peñuelas,26689.0,61.0,13700.0,18.0,12.0,41.0,116.9,228.3,censo_decenal
2001,Peñuelas,26576.0,59.1,13730.0,18.1,12.1,41.1,116.9,227.3,estimado_anual
2002,Peñuelas,26435.0,57.2,13760.0,18.2,12.2,41.2,116.9,226.1,estimado_anual
2003,Peñuelas,26262.0,55.3,13790.0,18.3,12.3,41.3,116.9,224.7,estimado_anual
2004,Peñuelas,26088.0,53.4,13820.0,18.4,12.4,41.4,116.9,223.2,estimado_anual
2005,Peñuelas,25871.0,51.5,13850.0,18.5,12.5,41.5,116.9,221.3,estimado_anual
2006,Peñuelas,25561.0,49.6,13880.0,18.6,12.6,41.6,116.9,218.7,estimado_anual
2007,Peñuelas,25206.0,47.7,13910.0,18.7,12.7,41.7,116.9,215.6,estimado_anual
2008,Peñuelas,24867.0,45.8,13940.0,18.8,12.8,41.8,116.9,212.7,estimado_anual
2009,Peñuelas,24523.0,43.9,13970.0,18.9,12.9,41.9,116.9,209.8,estimado_anual
2010,Peñuelas,24250.0,42.0,14000.0,19.0,13.0,42.0,116.9,207.4,censo_decenal
2011,Peñuelas,23943.0,42.2,14012.3,19.0,13.0,42.2,116.9,204.8,estimado_anual
2012,Peñuelas,23599.0,42.4,14024.6,19.0,13.0,42.4,116.9,201.9,estimado_anual
2013,Peñuelas,23285.0,42.6,14036.9,19.0,13.0,42.6,116.9,199.2,estimado_anual
2014,Peñuelas,22904.0,42.8,14049.2,19.0,13.0,42.8,116.9,195.9,estimado_anual
2015,Peñuelas,22491.0,43.0,14061.5,19.0,13.0,43.0,116.9,192.4,estimado_anual
2016,Peñuelas,22029.0,43.2,14073.8,19.0,13.0,43.2,116.9,188.4,estimado_anual
2017,Peñuelas,21476.0,43.4,14086.1,19.0,13.0,43.4,116.9,183.7,estimado_anual
2018,Peñuelas,20604.0,43.6,14098.4,19.0,13.0,43.6,116.9,176.3,estimado_anual
2019,Peñuelas,20595.0,43.8,14110.7,19.0,13.0,43.8,116.9,176.2,estimado_anual
2020,Peñuelas,20347.0,44.0,14123.0,19.0,13.0,44.0,116.9,174.1,censo_decenal
2021,Peñuelas,20177.0,44.2,14135.3,19.0,13.0,44.2,116.9,172.6,estimado_anual
2022,Peñuelas,19806.0,44.4,14147.6,19.0,13.0,44.4,116.9,169.4,estimado_anual
2023,Peñuelas,19635.0,44.6,14159.9,19.0,13.0,44.6,116.9,168.0,estimado_anual
2024,Peñuelas,19533.0,44.8,14172.2,19.0,13.0,44.8,116.9,167.1,estimado_anual
2025,Peñuelas,19325.0,45.0,14184.5,19.0,13.0,45.0,116.9,165.3,estimado_anual
1950,Ponce,127276.0,,,,,,299.3,425.2,estimado_poblacion
1951,Ponce,129151.0,,,,,,299.3,431.5,estimado_poblacion
1952,Ponce,131033.0,,,,,,299.3,437.8,estimado_poblacion
1953,Ponce,132910.0,,,,,,299.3,444.1,estimado_poblacion
1954,Ponce,134788.0,,,,,,299.3,450.3,estimado_poblacion
1955,Ponce,136659.0,,,,,,299.3,456.6,estimado_poblacion
1956,Ponce,138543.0,,,,,,299.3,462.9,estimado_poblacion
1957,Ponce,140419.0,,,,,,299.3,469.2,estimado_poblacion
1958,Ponce,142295.0,,,,,,299.3,475.4,estimado_poblacion
1959,Ponce,144172.0,,,,,,299.3,481.7,estimado_poblacion
1960,Ponce,145919.0,,,,,,299.3,487.5,estimado_poblacion
1961,Ponce,147259.0,,,,,,299.3,492.0,estimado_poblacion
1962,Ponce,148593.0,,,,,,299.3,496.5,estimado_poblacion
1963,Ponce,149936.0,,,,,,299.3,501.0,estimado_poblacion
1964,Ponce,151278.0,,,,,,299.3,505.4,estimado_poblacion
1965,Ponce,152618.0,,,,,,299.3,509.9,estimado_poblacion
1966,Ponce,153956.0,,,,,,299.3,514.4,estimado_poblacion
1967,Ponce,155295.0,,,,,,299.3,518.9,estimado_poblacion
1968,Ponce,156636.0,,,,,,299.3,523.3,estimado_poblacion
1969,Ponce,157976.0,,,,,,299.3,527.8,estimado_poblacion
1970,Ponce,159726.0,66.0,2200.0,19.0,7.0,28.0,299.3,533.7,censo_decenal
1971,Ponce,162733.0,65.5,2520.0,18.9,7.6,28.3,299.3,543.7,estimado_anual
1972,Ponce,165745.0,65.0,2840.0,18.8,8.2,28.6,299.3,553.8,estimado_anual
1973,Ponce,168752.0,64.5,3160.0,18.7,8.8,28.9,299.3,563.8,estimado_anual
1974,Ponce,171752.0,64.0,3480.0,18.6,9.4,29.2,299.3,573.8,estimado_anual
1975,Ponce,174760.0,63.5,3800.0,18.5,10.0,29.5,299.3,583.9,estimado_anual
1976,Ponce,177770.0,63.0,4120.0,18.4,10.6,29.8,299.3,594.0,estimado_anual
1977,Ponce,180775.0,62.5,4440.0,18.3,11.2,30.1,299.3,604.0,estimado_anual
1978,Ponce,183777.0,62.0,4760.0,18.2,11.8,30.4,299.3,614.0,estimado_anual
1979,Ponce,186781.0,61.5,5080.0,18.1,12.4,30.7,299.3,624.1,estimado_anual
1980,Ponce,188962.0,61.0,5400.0,18.0,13.0,31.0,299.3,631.3,censo_decenal
1981,Ponce,188655.0,60.6,5820.0,17.9,13.4,31.3,299.3,630.3,estimado_anual
1982,Ponce,188389.0,60.2,6240.0,17.8,13.8,31.6,299.3,629.4,estimado_anual
1983,Ponce,188166.0,59.8,6660.0,17.7,14.2,31.9,299.3,628.7,estimado_anual
1984,Ponce,187983.0,59.4,7080.0,17.6,14.6,32.2,299.3,628.1,estimado_anual
1985,Ponce,187842.0,59.0,7500.0,17.5,15.0,32.5,299.3,627.6,estimado_anual
1986,Ponce,187742.0,58.6,7920.0,17.4,15.4,32.8,299.3,627.3,estimado_anual
1987,Ponce,187683.0,58.2,8340.0,17.3,15.8,33.1,299.3,627.1,estimado_anual
1988,Ponce,187670.0,57.8,8760.0,17.2,16.2,33.4,299.3,627.0,estimado_anual
1989,Ponce,187697.0,57.4,9180.0,17.1,16.6,33.7,299.3,627.1,estimado_anual
1990,Ponce,187661.0,57.0,9600.0,17.0,17.0,34.0,299.3,627.0,censo_decenal
1991,Ponce,187345.0,56.7,10120.0,16.9,17.3,34.4,299.3,625.9,estimado_anual
1992,Ponce,187073.0,56.4,10640.0,16.8,17.6,34.8,299.3,625.0,estimado_anual
1993,Ponce,186843.0,56.1,11160.0,16.7,17.9,35.2,299.3,624.3,estimado_anual
1994,Ponce,186661.0,55.8,11680.0,16.6,18.2,35.6,299.3,623.7,estimado_anual
1995,Ponce,186518.0,55.5,12200.0,16.5,18.5,36.0,299.3,623.2,estimado_anual
1996,Ponce,186426.0,55.2,12720.0,16.4,18.8,36.4,299.3,622.9,estimado_anual
1997,Ponce,186376.0,54.9,13240.0,16.3,19.1,36.8,299.3,622.7,estimado_anual
1998,Ponce,186371.0,54.6,13760.0,16.2,19.4,37.2,299.3,622.7,estimado_anual
1999,Ponce,186413.0,54.3,14280.0,16.1,19.7,37.6,299.3,622.8,estimado_anual
2000,Ponce,186166.0,54.0,14800.0,16.0,20.0,38.0,299.3,622.0,censo_decenal
2001,Ponce,184896.0,52.6,14820.0,16.2,20.2,38.2,299.3,617.8,estimado_anual
2002,Ponce,183499.0,51.2,14840.0,16.4,20.4,38.4,299.3,613.1,estimado_anual
2003,Ponce,182003.0,49.8,14860.0,16.6,20.6,38.6,299.3,608.1,estimado_anual
2004,Ponce,180411.0,48.4,14880.0,16.8,20.8,38.8,299.3,602.8,estimado_anual
2005,Ponce,178443.0,47.0,14900.0,17.0,21.0,39.0,299.3,596.2,estimado_anual
2006,Ponce,176058.0,45.6,14920.0,17.2,21.2,39.2,299.3,588.2,estimado_anual
2007,Ponce,173449.0,44.2,14940.0,17.4,21.4,39.4,299.3,579.5,estimado_anual
2008,Ponce,170742.0,42.8,14960.0,17.6,21.6,39.6,299.3,570.5,estimado_anual
2009,Ponce,168186.0,41.4,14980.0,17.8,21.8,39.8,299.3,561.9,estimado_anual
2010,Ponce,165919.0,40.0,15000.0,18.0,22.0,40.0,299.3,554.4,censo_decenal
2011,Ponce,163600.0,40.2,15012.3,18.0,22.0,40.2,299.3,546.6,estimado_anual
2012,Ponce,161082.0,40.4,15024.6,18.0,22.0,40.4,299.3,538.2,estimado_anual
2013,Ponce,158948.0,40.6,15036.9,18.0,22.0,40.6,299.3,531.1,estimado_anual
2014,Ponce,156345.0,40.8,15049.2,18.0,22.0,40.8,299.3,522.4,estimado_anual
2015,Ponce,153170.0,41.0,15061.5,18.0,22.0,41.0,299.3,511.8,estimado_anual
2016,Ponce,149414.0,41.2,15073.8,18.0,22.0,41.2,299.3,499.2,estimado_anual
2017,Ponce,145596.0,41.4,15086.1,18.0,22.0,41.4,299.3,486.5,estimado_anual
2018,Ponce,139643.0,41.6,15098.4,18.0,22.0,41.6,299.3,466.6,estimado_anual
2019,Ponce,139237.0,41.8,15110.7,18.0,22.0,41.8,299.3,465.2,estimado_anual
2020,Ponce,137196.0,42.0,15123.0,18.0,22.0,42.0,299.3,458.4,censo_decenal
2021,Ponce,134901.0,42.2,15135.3,18.0,22.0,42.2,299.3,450.7,estimado_anual
2022,Ponce,132290.0,42.4,15147.6,18.0,22.0,42.4,299.3,442.0,estimado_anual
2023,Ponce,130664.0,42.6,15159.9,18.0,22.0,42.6,299.3,436.6,estimado_anual
2024,Ponce,130077.0,42.8,15172.2,18.0,22.0,42.8,299.3,434.6,estimado_anual
2025,Ponce,128384.0,43.0,15184.5,18.0,22.0,43.0,299.3,428.9,estimado_anual
1950,Quebradillas,13696.0,,,,,,34.6,395.8,estimado_poblacion
1951,Quebradillas,13630.0,,,,,,34.6,393.9,estimado_poblacion
1952,Quebradillas,13568.0,,,,,,34.6,392.1,estimado_poblacion
1953,Quebradillas,13506.0,,,,,,34.6,390.3,estimado_poblacion
1954,Quebradillas,13440.0,,,,,,34.6,388.4,estimado_poblacion
1955,Quebradillas,13377.0,,,,,,34.6,386.6,estimado_poblacion
1956,Quebradillas,13313.0,,,,,,34.6,384.8,estimado_poblacion
1957,Quebradillas,13250.0,,,,,,34.6,382.9,estimado_poblacion
1958,Quebradillas,13188.0,,,,,,34.6,381.2,estimado_poblacion
1959,Quebradillas,13121.0,,,,,,34.6,379.2,estimado_poblacion
1960,Quebradillas,13137.0,,,,,,34.6,379.7,estimado_poblacion
1961,Quebradillas,13383.0,,,,,,34.6,386.8,estimado_poblacion
1962,Quebradillas,13637.0,,,,,,34.6,394.1,estimado_poblacion
1963,Quebradillas,13887.0,,,,,,34.6,401.4,estimado_poblacion
1964,Quebradillas,14138.0,,,,,,34.6,408.6,estimado_poblacion
1965,Quebradillas,14390.0,,,,,,34.6,415.9,estimado_poblacion
1966,Quebradillas,14638.0,,,,,,34.6,423.1,estimado_poblacion
1967,Quebradillas,14891.0,,,,,,34.6,430.4,estimado_poblacion
1968,Quebradillas,15143.0,,,,,,34.6,437.7,estimado_poblacion
1969,Quebradillas,15390.0,,,,,,34.6,444.8,estimado_poblacion
1970,Quebradillas,15683.0,65.0,2100.0,17.0,5.0,28.0,34.6,453.3,censo_decenal
1971,Quebradillas,16095.0,64.5,2420.0,17.0,5.4,28.3,34.6,465.2,estimado_anual
1972,Quebradillas,16513.0,64.0,2740.0,17.0,5.8,28.6,34.6,477.3,estimado_anual
1973,Quebradillas,16928.0,63.5,3060.0,17.0,6.2,28.9,34.6,489.2,estimado_anual
1974,Quebradillas,17343.0,63.0,3380.0,17.0,6.6,29.2,34.6,501.2,estimado_anual
1975,Quebradillas,17755.0,62.5,3700.0,17.0,7.0,29.5,34.6,513.2,estimado_anual
1976,Quebradillas,18171.0,62.0,4020.0,17.0,7.4,29.8,34.6,525.2,estimado_anual
1977,Quebradillas,18587.0,61.5,4340.0,17.0,7.8,30.1,34.6,537.2,estimado_anual
1978,Quebradillas,19001.0,61.0,4660.0,17.0,8.2,30.4,34.6,549.2,estimado_anual
1979,Quebradillas,19417.0,60.5,4980.0,17.0,8.6,30.7,34.6,561.2,estimado_anual
1980,Quebradillas,19759.0,60.0,5300.0,17.0,9.0,31.0,34.6,571.1,censo_decenal
1981,Quebradillas,19894.0,59.6,5700.0,16.8,9.3,31.3,34.6,575.0,estimado_anual
1982,Quebradillas,20034.0,59.2,6100.0,16.6,9.6,31.6,34.6,579.0,estimado_anual
1983,Quebradillas,20181.0,58.8,6500.0,16.4,9.9,31.9,34.6,583.3,estimado_anual
1984,Quebradillas,20337.0,58.4,6900.0,16.2,10.2,32.2,34.6,587.8,estimado_anual
1985,Quebradillas,20505.0,58.0,7300.0,16.0,10.5,32.5,34.6,592.6,estimado_anual
1986,Quebradillas,20680.0,57.6,7700.0,15.8,10.8,32.8,34.6,597.7,estimado_anual
1987,Quebradillas,20865.0,57.2,8100.0,15.6,11.1,33.1,34.6,603.0,estimado_anual
1988,Quebradillas,21061.0,56.8,8500.0,15.4,11.4,33.4,34.6,608.7,estimado_anual
1989,Quebradillas,21264.0,56.4,8900.0,15.2,11.7,33.7,34.6,614.6,estimado_anual
1990,Quebradillas,21510.0,56.0,9300.0,15.0,12.0,34.0,34.6,621.7,censo_decenal
1991,Quebradillas,21860.0,55.7,10010.0,14.8,12.3,34.3,34.6,631.8,estimado_anual
1992,Quebradillas,22225.0,55.4,10720.0,14.6,12.6,34.6,34.6,642.3,estimado_anual
1993,Quebradillas,22598.0,55.1,11430.0,14.4,12.9,34.9,34.6,653.1,estimado_anual
1994,Quebradillas,22986.0,54.8,12140.0,14.2,13.2,35.2,34.6,664.3,estimado_anual
1995,Quebradillas,23380.0,54.5,12850.0,14.0,13.5,35.5,34.6,675.7,estimado_anual
1996,Quebradillas,23790.0,54.2,13560.0,13.8,13.8,35.8,34.6,687.6,estimado_anual
1997,Quebradillas,24213.0,53.9,14270.0,13.6,14.1,36.1,34.6,699.8,estimado_anual
1998,Quebradillas,24652.0,53.6,14980.0,13.4,14.4,36.4,34.6,712.5,estimado_anual
1999,Quebradillas,25103.0,53.3,15690.0,13.2,14.7,36.7,34.6,725.5,estimado_anual
2000,Quebradillas,25511.0,53.0,16400.0,13.0,15.0,37.0,34.6,737.3,censo_decenal
2001,Quebradillas,25661.0,51.6,16440.0,13.1,15.2,37.1,34.6,741.6,estimado_anual
2002,Quebradillas,25789.0,50.2,16480.0,13.2,15.4,37.2,34.6,745.3,estimado_anual
2003,Quebradillas,25911.0,48.8,16520.0,13.3,15.6,37.3,34.6,748.9,estimado_anual
2004,Quebradillas,26017.0,47.4,16560.0,13.4,15.8,37.4,34.6,751.9,estimado_anual
2005,Quebradillas,26083.0,46.0,16600.0,13.5,16.0,37.5,34.6,753.8,estimado_anual
2006,Quebradillas,26083.0,44.6,16640.0,13.6,16.2,37.6,34.6,753.8,estimado_anual
2007,Quebradillas,26025.0,43.2,16680.0,13.7,16.4,37.7,34.6,752.2,estimado_anual
2008,Quebradillas,25988.0,41.8,16720.0,13.8,16.6,37.8,34.6,751.1,estimado_anual
2009,Quebradillas,25934.0,40.4,16760.0,13.9,16.8,37.9,34.6,749.5,estimado_anual
2010,Quebradillas,25916.0,39.0,16800.0,14.0,17.0,38.0,34.6,749.0,censo_decenal
2011,Quebradillas,25801.0,39.1,16807.6,14.0,17.1,38.2,34.6,745.7,estimado_anual
2012,Quebradillas,25681.0,39.2,16815.2,14.0,17.2,38.4,34.6,742.2,estimado_anual
2013,Quebradillas,25567.0,39.3,16822.8,14.0,17.3,38.6,34.6,738.9,estimado_anual
2014,Quebradillas,25304.0,39.4,16830.4,14.0,17.4,38.8,34.6,731.3,estimado_anual
2015,Quebradillas,25025.0,39.5,16838.0,14.0,17.5,39.0,34.6,723.3,estimado_anual
2016,Quebradillas,24705.0,39.6,16845.6,14.0,17.6,39.2,34.6,714.0,estimado_anual
2017,Quebradillas,24271.0,39.7,16853.2,14.0,17.7,39.4,34.6,701.5,estimado_anual
2018,Quebradillas,23524.0,39.8,16860.8,14.0,17.8,39.6,34.6,679.9,estimado_anual
2019,Quebradillas,23708.0,39.9,16868.4,14.0,17.9,39.8,34.6,685.2,estimado_anual
2020,Quebradillas,23610.0,40.0,16876.0,14.0,18.0,40.0,34.6,682.4,censo_decenal
2021,Quebradillas,23530.0,40.1,16883.6,14.0,18.1,40.2,34.6,680.1,estimado_anual
2022,Quebradillas,23308.0,40.2,16891.2,14.0,18.2,40.4,34.6,673.6,estimado_anual
2023,Quebradillas,23224.0,40.3,16898.8,14.0,18.3,40.6,34.6,671.2,estimado_anual
2024,Quebradillas,23273.0,40.4,16906.4,14.0,18.4,40.8,34.6,672.6,estimado_anual
2025,Quebradillas,23189.0,40.5,16914.0,14.0,18.5,41.0,34.6,670.2,estimado_anual
1950,Rincón,9859.0,,,,,,35.7,276.2,estimado_poblacion
1951,Rincón,9742.0,,,,,,35.7,272.9,estimado_poblacion
1952,Rincón,9621.0,,,,,,35.7,269.5,estimado_poblacion
1953,Rincón,9503.0,,,,,,35.7,266.2,estimado_poblacion
1954,Rincón,9389.0,,,,,,35.7,263.0,estimado_poblacion
1955,Rincón,9268.0,,,,,,35.7,259.6,estimado_poblacion
1956,Rincón,9148.0,,,,,,35.7,256.2,estimado_poblacion
1957,Rincón,9031.0,,,,,,35.7,253.0,estimado_poblacion
1958,Rincón,8914.0,,,,,,35.7,249.7,estimado_poblacion
1959,Rincón,8797.0,,,,,,35.7,246.4,estimado_poblacion
1960,Rincón,8711.0,,,,,,35.7,244.0,estimado_poblacion
1961,Rincón,8753.0,,,,,,35.7,245.2,estimado_poblacion
1962,Rincón,8793.0,,,,,,35.7,246.3,estimado_poblacion
1963,Rincón,8835.0,,,,,,35.7,247.5,estimado_poblacion
1964,Rincón,8868.0,,,,,,35.7,248.4,estimado_poblacion
1965,Rincón,8910.0,,,,,,35.7,249.6,estimado_poblacion
1966,Rincón,8947.0,,,,,,35.7,250.6,estimado_poblacion
1967,Rincón,8989.0,,,,,,35.7,251.8,estimado_poblacion
1968,Rincón,9027.0,,,,,,35.7,252.9,estimado_poblacion
1969,Rincón,9064.0,,,,,,35.7,253.9,estimado_poblacion
1970,Rincón,9161.0,63.0,2300.0,16.0,7.0,30.0,35.7,256.6,censo_decenal
1971,Rincón,9431.0,62.4,2640.0,16.0,7.6,30.4,35.7,264.2,estimado_anual
1972,Rincón,9702.0,61.8,2980.0,16.0,8.2,30.8,35.7,271.8,estimado_anual
1973,Rincón,9973.0,61.2,3320.0,16.0,8.8,31.2,35.7,279.4,estimado_anual
1974,Rincón,10239.0,60.6,3660.0,16.0,9.4,31.6,35.7,286.8,estimado_anual
1975,Rincón,10508.0,60.0,4000.0,16.0,10.0,32.0,35.7,294.3,estimado_anual
1976,Rincón,10779.0,59.4,4340.0,16.0,10.6,32.4,35.7,301.9,estimado_anual
1977,Rincón,11047.0,58.8,4680.0,16.0,11.2,32.8,35.7,309.4,estimado_anual
1978,Rincón,11317.0,58.2,5020.0,16.0,11.8,33.2,35.7,317.0,estimado_anual
1979,Rincón,11583.0,57.6,5360.0,16.0,12.4,33.6,35.7,324.5,estimado_anual
1980,Rincón,11791.0,57.0,5700.0,16.0,13.0,34.0,35.7,330.3,censo_decenal
1981,Rincón,11817.0,56.6,6120.0,15.8,13.4,34.3,35.7,331.0,estimado_anual
1982,Rincón,11846.0,56.2,6540.0,15.6,13.8,34.6,35.7,331.8,estimado_anual
1983,Rincón,11877.0,55.8,6960.0,15.4,14.2,34.9,35.7,332.7,estimado_anual
1984,Rincón,11915.0,55.4,7380.0,15.2,14.6,35.2,35.7,333.8,estimado_anual
1985,Rincón,11955.0,55.0,7800.0,15.0,15.0,35.5,35.7,334.9,estimado_anual
1986,Rincón,11998.0,54.6,8220.0,14.8,15.4,35.8,35.7,336.1,estimado_anual
1987,Rincón,12049.0,54.2,8640.0,14.6,15.8,36.1,35.7,337.5,estimado_anual
1988,Rincón,12103.0,53.8,9060.0,14.4,16.2,36.4,35.7,339.0,estimado_anual
1989,Rincón,12165.0,53.4,9480.0,14.2,16.6,36.7,35.7,340.8,estimado_anual
1990,Rincón,12267.0,53.0,9900.0,14.0,17.0,37.0,35.7,343.6,censo_decenal
1991,Rincón,12485.0,52.7,10850.0,13.8,17.4,37.4,35.7,349.7,estimado_anual
1992,Rincón,12710.0,52.4,11800.0,13.6,17.8,37.8,35.7,356.0,estimado_anual
1993,Rincón,12945.0,52.1,12750.0,13.4,18.2,38.2,35.7,362.6,estimado_anual
1994,Rincón,13186.0,51.8,13700.0,13.2,18.6,38.6,35.7,369.4,estimado_anual
1995,Rincón,13440.0,51.5,14650.0,13.0,19.0,39.0,35.7,376.5,estimado_anual
1996,Rincón,13701.0,51.2,15600.0,12.8,19.4,39.4,35.7,383.8,estimado_anual
1997,Rincón,13972.0,50.9,16550.0,12.6,19.8,39.8,35.7,391.4,estimado_anual
1998,Rincón,14249.0,50.6,17500.0,12.4,20.2,40.2,35.7,399.1,estimado_anual
1999,Rincón,14541.0,50.3,18450.0,12.2,20.6,40.6,35.7,407.3,estimado_anual
2000,Rincón,14783.0,50.0,19400.0,12.0,21.0,41.0,35.7,414.1,censo_decenal
2001,Rincón,14891.0,49.2,19430.0,12.0,21.2,41.2,35.7,417.1,estimado_anual
2002,Rincón,14983.0,48.4,19460.0,12.0,21.4,41.4,35.7,419.7,estimado_anual
2003,Rincón,15071.0,47.6,19490.0,12.0,21.6,41.6,35.7,422.2,estimado_anual
2004,Rincón,15149.0,46.8,19520.0,12.0,21.8,41.8,35.7,424.3,estimado_anual
2005,Rincón,15205.0,46.0,19550.0,12.0,22.0,42.0,35.7,425.9,estimado_anual
2006,Rincón,15213.0,45.2,19580.0,12.0,22.2,42.2,35.7,426.1,estimado_anual
2007,Rincón,15202.0,44.4,19610.0,12.0,22.4,42.4,35.7,425.8,estimado_anual
2008,Rincón,15207.0,43.6,19640.0,12.0,22.6,42.6,35.7,426.0,estimado_anual
2009,Rincón,15202.0,42.8,19670.0,12.0,22.8,42.8,35.7,425.8,estimado_anual
2010,Rincón,15243.0,42.0,19700.0,12.0,23.0,43.0,35.7,427.0,censo_decenal
2011,Rincón,15294.0,42.2,19717.6,12.0,23.1,43.1,35.7,428.4,estimado_anual
2012,Rincón,15339.0,42.4,19735.2,12.0,23.2,43.2,35.7,429.7,estimado_anual
2013,Rincón,15389.0,42.6,19752.8,12.0,23.3,43.3,35.7,431.1,estimado_anual
2014,Rincón,15406.0,42.8,19770.4,12.0,23.4,43.4,35.7,431.5,estimado_anual
2015,Rincón,15400.0,43.0,19788.0,12.0,23.5,43.5,35.7,431.4,estimado_anual
2016,Rincón,15355.0,43.2,19805.6,12.0,23.6,43.6,35.7,430.1,estimado_anual
2017,Rincón,15242.0,43.4,19823.2,12.0,23.7,43.7,35.7,426.9,estimado_anual
2018,Rincón,14928.0,43.6,19840.8,12.0,23.8,43.8,35.7,418.2,estimado_anual
2019,Rincón,15125.0,43.8,19858.4,12.0,23.9,43.9,35.7,423.7,estimado_anual
2020,Rincón,15185.0,44.0,19876.0,12.0,24.0,44.0,35.7,425.4,censo_decenal
2021,Rincón,15299.0,44.2,19893.6,12.0,24.1,44.1,35.7,428.5,estimado_anual
2022,Rincón,15243.0,44.4,19911.2,12.0,24.2,44.2,35.7,427.0,estimado_anual
2023,Rincón,15339.0,44.6,19928.8,12.0,24.3,44.3,35.7,429.7,estimado_anual
2024,Rincón,15518.0,44.8,19946.4,12.0,24.4,44.4,35.7,434.7,estimado_anual
2025,Rincón,15582.0,45.0,19964.0,12.0,24.5,44.5,35.7,436.5,estimado_anual
1950,Río Grande,16668.0,,,,,,157.4,105.9,estimado_poblacion
1951,Río Grande,16724.0,,,,,,157.4,106.3,estimado_poblacion
1952,Río Grande,16782.0,,,,,,157.4,106.6,estimado_poblacion
1953,Río Grande,16838.0,,,,,,157.4,107.0,estimado_poblacion
1954,Río Grande,16896.0,,,,,,157.4,107.3,estimado_poblacion
1955,Río Grande,16962.0,,,,,,157.4,107.8,estimado_poblacion
1956,Río Grande,17015.0,,,,,,157.4,108.1,estimado_poblacion
1957,Río Grande,17077.0,,,,,,157.4,108.5,estimado_poblacion
1958,Río Grande,17130.0,,,,,,157.4,108.8,estimado_poblacion
1959,Río Grande,17190.0,,,,,,157.4,109.2,estimado_poblacion
1960,Río Grande,17352.0,,,,,,157.4,110.2,estimado_poblacion
1961,Río Grande,17831.0,,,,,,157.4,113.3,estimado_poblacion
1962,Río Grande,18313.0,,,,,,157.4,116.3,estimado_poblacion
1963,Río Grande,18791.0,,,,,,157.4,119.4,estimado_poblacion
1964,Río Grande,19270.0,,,,,,157.4,122.4,estimado_poblacion
1965,Río Grande,19751.0,,,,,,157.4,125.5,estimado_poblacion
1966,Río Grande,20230.0,,,,,,157.4,128.5,estimado_poblacion
1967,Río Grande,20713.0,,,,,,157.4,131.6,estimado_poblacion
1968,Río Grande,21192.0,,,,,,157.4,134.6,estimado_poblacion
1969,Río Grande,21673.0,,,,,,157.4,137.7,estimado_poblacion
1970,Río Grande,22338.0,63.0,2300.0,16.0,6.0,27.0,157.4,141.9,censo_decenal
1971,Río Grande,23560.0,62.4,2650.0,16.0,6.5,27.3,157.4,149.7,estimado_anual
1972,Río Grande,24791.0,61.8,3000.0,16.0,7.0,27.6,157.4,157.5,estimado_anual
1973,Río Grande,26015.0,61.2,3350.0,16.0,7.5,27.9,157.4,165.3,estimado_anual
